"station","lon","lat","alt","area","name","city","state","uf","basin","subbasin","river","class","Escala","RegistradorNivel","DescLiquida","Sedimentos","QualAgua","Pluviometro","RegistradorChuva","TanqueEvapo","Climatologica","Piezometria","Telemetrica"
29060000,-50.5,-5.8833,NA,12300,"BARRA DO CINZENTO","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29061000,-50.4972,-5.8728,NA,12300,"ACAMPAMENTO CALDEIRAO","PARAUAPEBAS","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29062000,-50.4789,-5.8714,178,NA,"SALOBO","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
29063500,-49.5472,-5.5775,134,NA,"FAZENDA ABADIA","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
29065000,-50.4333,-5.6167,NA,2260,"JACARE","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO TAPIRAPE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29070000,-50.0167,-6.6667,NA,1790,"FAZENDA ANGICAL","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO PARAUAPEBAS","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29070050,-50.0347,-6.4431,236,NA,"SOSSEGO","CANAA DOS CARAJAS","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO PARAUAPEBAS","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
29070100,-49.9044,-6.0914,NA,6850,"PARAUAPEBAS","PARAUAPEBAS","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO PARAUAPEBAS","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
29071000,-49.85,-5.9667,NA,7690,"GELADO","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO PARAUAPEBAS","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29071100,-49.3594,-6.0908,127,NA,"ELDORADO","ELDORADO DOS CARAJAS","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO VERMELHO","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
29080000,-49.8,-5.7833,NA,8450,"FAZENDA RIO BRANCO","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO PARAUAPEBAS","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29100000,-49.2214,-5.4867,NA,37500,"FAZENDA ALEGRIA","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
29110000,-49.2233,-5.4886,NA,37541,"UHE TUCURUI RIO ITACAIUNAS","MARABA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....","RIO ITACAIUNAS","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
29200000,-49.3242,-5.1281,65.6,746000,"ITUPIRANGA","ITUPIRANGA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",1,0,1,1,1,0,0,0,0,0,0
29350000,-49.45,-4.9167,NA,753000,"IPIXUNA","JACUNDA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29500000,-49.55,-4.5333,NA,758000,"JATOBAL","JACUNDA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29650000,-49.6333,-3.95,NA,763000,"FAZENDA IPITINGA","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29680080,-49.6456,-3.8322,NA,764000,"UHE TUCURUI BARRAMENTO","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",1,0,0,0,1,0,0,0,0,0,1
29680090,-49.6583,-3.7792,NA,763000,"UHE TUCURUI JUSANTE","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",1,0,1,1,0,0,0,0,0,0,1
29690000,-49.6833,-3.7833,1.74,763000,"TUCURUI - 7 KM A MONTANTE","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29700000,-49.6533,-3.7578,1.87,764000,"TUCURUI","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29710000,-49.6833,-3.6833,NA,764000,"PEDERNEIRAS","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29720000,-49.6167,-3.5667,NA,764000,"MURU","TUCURUI","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29750000,-49.6053,-3.4467,NA,766000,"NAZARE DOS PATOS","BREU BRANCO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",1,0,0,0,0,0,0,0,0,0,0
29760000,-49.65,-3.3167,NA,767000,"JUTAI DE BAIXO","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29770000,-49.65,-3.05,NA,767000,"ITUQUARA","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29775000,-49.75,-3.0167,NA,768000,"JOANA PERES","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29780000,-49.6667,-2.9167,NA,768000,"CALADO","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29785000,-49.7667,-2.85,NA,768000,"UMARIZAL","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29800000,-49.6833,-2.6833,1.55,768000,"BAIAO","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29810000,-49.6833,-2.6667,NA,768000,"MOJUTAPERA","BAIAO","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29820000,-49.6,-2.6,NA,769000,"SAO BENEDITO DO VISEU","MOCAJUBA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29830000,-49.5167,-2.6,NA,769000,"MOCAJUBA","MOCAJUBA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29840000,-49.5106,-2.58,NA,NA,"MOCAJUBA 1","MOCAJUBA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,1,0,0,0,0,0,0
29900000,-49.5,-2.25,NA,770000,"CIDADE DE CAMETA","CAMETA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29901000,-49.5,-2.25,NA,770000,"CAMETA","CAMETA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
29950000,-49.3833,-1.9167,NA,771000,"LIMOEIRO DO AJURU","CAMETA","PARA","PA","RIO TOCANTINS","RIO TOCANTINS,ITACAIUNAS,.....",NA,"Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30010000,-52.3333,3.1667,NA,16200,"CAMOPI","GUIANA FRANCESA","GUIANA FRANCESA","GF","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO OIAPOQUE","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
30050000,-51.9308,3.7217,NA,22200,"ESTIRAO DO CRICOU","OIAPOQUE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO OIAPOQUE","Fluviometric",0,0,1,1,1,0,0,0,0,0,1
30055000,-51.4219,2.9567,NA,3330,"PONTE CASSIPORE","OIAPOQUE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO CACIPORE","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
30058000,-51.4611,3.0422,NA,514,"COOPERATIVA 1. BRACO","OIAPOQUE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO VARADOR","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
30060000,-51.3667,3.05,NA,4060,"RETIRO SANTA ISABEL","CALCOENE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO CACIPORE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30070000,-51.3611,2.6978,NA,296,"CUNANI","CALCOENE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO CUNANI","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
30071000,-50.9833,2.4,NA,2270,"CALCOENE","CALCOENE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO CALCOENE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30072000,-50.9333,2.1667,NA,1070,"CALAFATE","CALCOENE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO AMAPA GRANDE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30074000,-50.9297,1.3964,NA,1860,"TARTARUGAL GRANDE","AMAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO TARTARUGAL GRANDE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30075000,-50.925,1.3978,NA,1810,"TARTARUGAL GRANDE","TARTARUGALZINHO","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO TARTARUGAL GRANDE","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
30076000,-50.95,1.5,NA,466,"TARTARUGALZINHO","TARTARUGALZINHO","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO TARTARUGALZINHO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30080000,-51.7064,0.9861,NA,10600,"CAPIVARA","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
30100000,-51.6,0.9667,NA,4170,"RAMOS","MACAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO FALSINO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30150080,-51.9242,1.0875,72.72,9070,"PORTO DA SERRA","MACAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30190000,-51.6333,0.8667,NA,15000,"ESPIRITO SANTO","MACAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30195000,-51.6075,0.7917,52.35,15200,"BAMBU","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30200000,-51.6064,0.7925,50.84,15200,"LEONIDAS (BAMBU)","AMAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30200050,-51.5911,0.7814,69,15287,"UHE CACHOEIRA CALDEIRAO MONTANTE 2","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
30300000,-52.0156,0.9006,NA,10800,"SERRA DO NAVIO","SERRA DO NAVIO","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO AMAPARI","Fluviometric",1,0,1,1,1,0,0,0,0,0,1
30350080,-52.0167,0.95,69.78,10700,"AGUA BRANCA","MACAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO AMAPARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30380000,-51.7547,0.6439,73,12423,"UHE CACHOEIRA CALDEIRAO RIO AMAPARI 2","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO AMAPARI","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
30380900,-51.6239,0.6567,76,14855,"UHE CACHOEIRA CALDEIRAO RIO AMAPARI 1","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO AMAPARI","Fluviometric",1,0,1,1,0,0,0,0,0,0,1
30390900,-51.4658,0.7444,76,30482,"UHE CACHOEIRA CALDEIRAO MONTANTE 1","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
30400000,-51.4389,0.7075,NA,30400,"PORTO PLATON","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30400050,-51.4217,0.7169,60,NA,"UHE CACHOEIRA CALDEIRAO RESERVATORIO","PORTO GRANDE","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
30400070,-51.2908,0.8522,53,30510,"UHE CACHOEIRA CALDEIRAO BARRAMENTO","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
30400074,-51.2878,0.8647,NA,NA,"UHE COARACY NUNES RESERVATORIO 2","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
30400076,-51.2817,0.8794,NA,NA,"UHE COARACY NUNES RESERVATORIO 1","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
30400080,-51.2597,0.9033,NA,31000,"UHE COARACY NUNES BARRAMENTO","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,1,0,1,0,0,0,0,0,1
30400090,-51.2667,0.9167,NA,30590,"UHE COARACY NUNES JUSANTE","MACAPA","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30497000,-51.2122,0.8661,22,30850,"UHE FERREIRA GOMES RESERVATORIO 1","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,1,0,0,0,0,0,1
30498000,-51.2442,0.9122,23,30800,"UHE FERREIRA GOMES RESERVATORIO 2","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
30500080,-51.2,0.85,1.41,31200,"UHE FERREIRA GOMES","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
30510000,-51.1975,0.8564,22,30850,"UHE FERREIRA GOMES BARRAMENTO","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,1,0,0,0,0,0,0,0,1
30511000,-51.1942,0.8583,3,30900,"UHE FERREIRA GOMES JUSANTE","FERREIRA GOMES","AMAPA","AP","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS OIAPOQUE,ARAGUARI E .....","RIO ARAGUARI","Fluviometric",1,0,0,0,0,0,0,0,0,0,1
31010000,-48.0608,-4.7692,157,NA,"RONDON DO PARA","RONDON DO PARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","IGARAPE SURUBIJU","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31020000,-49.2133,-3.5128,NA,5000,"CACHOEIRA TRACAMBEUA","MOJU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO MOJU","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
31023000,-48.7622,-1.8769,NA,NA,"MOJU 1","MOJU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO MOJU","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31025000,-48.4422,-1.6994,NA,NA,"MOJU 2","MOJU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO MOJU","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31025500,-48.6403,-2.9456,NA,NA,"TAILANDIA 1","TAILANDIA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31026000,-48.69,-2.4153,NA,NA,"TAILANDIA 2","TAILANDIA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31030000,-48.5,-2.2,NA,5340,"FAZENDA URUCURE","ACARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31034000,-48.1447,-2.4161,NA,NA,"TOME-ACU 1","TOME-ACU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA-MIRIM","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31035000,-48.15,-2.4,NA,3490,"TOME-ACU","TOME-ACU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA-MIRIM","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31039000,-48.1936,-1.9647,NA,NA,"ACARA 2","ACARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31040000,-48.1833,-1.95,NA,12000,"ACARA","ACARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31041000,-48.4144,-1.6789,NA,NA,"ACARA 1","ACARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO ACARA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31050000,-47.2347,-2.4414,NA,232,"ACAMPAMENTO JABOTI","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO AGUA AZUL","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31100000,-47.2011,-2.4011,NA,480,"REPARTIMENTO","GARRAFAO DO NORTE","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31200000,-47.2333,-2.4167,NA,NA,"RATO","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO RATO","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31300000,-47.2167,-2.3667,NA,91.3,"TRAPICHE","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO TRAPICHE","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31400000,-47.2167,-2.35,NA,636,"GUAMA","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31409000,-47.0511,-1.8586,NA,NA,"CAPITAO POCO","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31410000,-46.9978,-1.8456,NA,3990,"SAO PEDRO (Aldeia indigena)","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",1,0,1,0,0,0,0,0,0,0,0
31490000,-47.0547,-1.8669,NA,3440,"VILA CAPOEIRA","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
31500000,-47.0667,-1.55,NA,4990,"CACHOEIRINHA","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31520000,-47.0656,-1.5406,NA,5220,"BOM JARDIM","OUREM","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
31530000,-47.0967,-1.5614,NA,NA,"OUREM","OUREM","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31550000,-47.1167,-1.55,NA,114,"OUREM","OUREM","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO CAFITEUA","Fluviometric",0,0,0,0,0,0,0,0,0,0,0
31600000,-47.1167,-1.6522,NA,32.7,"MARAMBAIA","CAPITAO POCO","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","IGARAPE DA PRATA","Fluviometric",1,0,1,0,1,0,0,0,0,0,0
31625000,-49.0939,-3.8167,NA,NA,"GOIANESIA DO PARA 1","GOIANESIA DO PARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","IGARAPE RIO VERDE","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31626000,-48.8444,-3.6728,NA,NA,"GOIANESIA DO PARA 2","GOIANESIA DO PARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO CAPIM","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31630000,-47.1139,-1.5531,NA,5030,"OUREM","OUREM","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO GUAMA","Fluviometric",1,0,0,0,0,0,0,0,0,0,0
31638000,-48.0283,-1.8683,NA,NA,"CONCORDIA DO PARA","CONCORDIA DO PARA","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","IGARAPE ARAPIRANGA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31640000,-47.9797,-1.7153,NA,NA,"BUJARU","BUJARU","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO BUJARU","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
31641000,-48.0611,-1.5278,NA,NA,"INHANGAPI","INHANGAPI","PARA","PA","ATLANTICO,TRECHO NORTE/NORDESTE","RIOS MERUU,ACARA,GUAMA, OUTROS","RIO CAFITEUA","Fluviometric",0,0,0,0,1,0,0,0,0,0,0
